deactivatePod(),PodCommsSession.deactivatePod() in OmniBLE/OmniBLE/PumpManager/PodCommsSession.swift
acknowledgeAlerts(alerts:beepBlock:),PodCommsSession.acknowledgeAlerts(alerts:beepBlock:) in OmniBLE/OmniBLE/PumpManager/PodCommsSession.swift
dosesForStorage(_:),PodCommsSession.dosesForStorage(_:) in OmniBLE/OmniBLE/PumpManager/PodCommsSession.swift
assertOnSessionQueue(),PodCommsSession.assertOnSessionQueue() in OmniBLE/OmniBLE/PumpManager/PodCommsSession.swift
sendMessage(_:),MessageTransport.sendMessage(_:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
assertOnSessionQueue(),MessageTransport.assertOnSessionQueue() in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
messageTransport(_:didUpdate:),MessageTransportDelegate.messageTransport(_:didUpdate:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
podCommsSession(_:didChange:),PodCommsSessionDelegate.podCommsSession(_:didChange:) in OmniBLE/OmniBLE/PumpManager/PodCommsSession.swift
decodeBlocks(data:),Message.decodeBlocks(data:) in OmniBLE/OmniBLE/OmnipodCommon/Message.swift
encoded(),Message.encoded() in OmniBLE/OmniBLE/OmnipodCommon/Message.swift
incrementMsgSeq(_:),PodMessageTransport.incrementMsgSeq(_:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
incrementNonceSeq(_:),PodMessageTransport.incrementNonceSeq(_:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
incrementMessageNumber(_:),PodMessageTransport.incrementMessageNumber(_:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
sendMessage(_:),PodMessageTransport.sendMessage(_:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
getCmdMessage(cmd:),PodMessageTransport.getCmdMessage(cmd:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
readAndAckResponse(),PodMessageTransport.readAndAckResponse() in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
parseResponse(decrypted:),PodMessageTransport.parseResponse(decrypted:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
getAck(response:),PodMessageTransport.getAck(response:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
assertOnSessionQueue(),PodMessageTransport.assertOnSessionQueue() in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
parse(payload:),MessagePacket.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/MessagePacket.swift
asData(forEncryption:),MessagePacket.asData(forEncryption:) in OmniBLE/OmniBLE/Bluetooth/MessagePacket.swift
decrypt(_:_:),EnDecrypt.decrypt(_:_:) in OmniBLE/OmniBLE/Bluetooth/EnDecrypt/EnDecrypt.swift
encrypt(_:_:),EnDecrypt.encrypt(_:_:) in OmniBLE/OmniBLE/Bluetooth/EnDecrypt/EnDecrypt.swift
didSend(_:),MessageLogger.didSend(_:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
didReceive(_:),MessageLogger.didReceive(_:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
didError(_:),MessageLogger.didError(_:) in OmniBLE/OmniBLE/PumpManager/MessageTransport.swift
podComms(_:didChange:),PodCommsDelegate.podComms(_:didChange:) in OmniBLE/OmniBLE/PumpManager/PodComms.swift
podCommsDidEstablishSession(_:),PodCommsDelegate.podCommsDidEstablishSession(_:) in OmniBLE/OmniBLE/PumpManager/PodComms.swift
updatePodStateFromPodComms(_:),OmniBLEPumpManagerState.updatePodStateFromPodComms(_:) in OmniBLE/OmniBLE/PumpManager/OmniBLEPumpManagerState.swift
shouldBeepForCommand(automatic:),BeepPreference.shouldBeepForCommand(automatic:) in OmniBLE/OmniBLE/OmnipodCommon/BeepPreference.swift
toData(),EapAkaAttribute.toData() in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
parseAttributes(payload:),EapAkaAttribute.parseAttributes(payload:) in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
toData(),EapAkaAttributeRand.toData() in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
parse(_:),EapAkaAttributeRand.parse(_:) in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
toData(),EapAkaAttributeAutn.toData() in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
parse(_:),EapAkaAttributeAutn.parse(_:) in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
toData(),EapAkaAttributeAuts.toData() in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
parse(payload:),EapAkaAttributeAuts.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
toData(),EapAkaAttributeRes.toData() in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
parse(payload:),EapAkaAttributeRes.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
toData(),EapAkaAttributeCustomIV.toData() in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
parse(payload:),EapAkaAttributeCustomIV.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
toData(),EapAkaAttributeClientErrorCode.toData() in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
parse(payload:),EapAkaAttributeClientErrorCode.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/Session/EapAkaAttribute.swift
expirationReminderHourString(_:),ExpirationReminderPickerView.expirationReminderHourString(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ExpirationReminderPickerView.swift
saveTapped(),ScheduledExpirationReminderEditView.saveTapped() in OmniBLE/OmniBLE/PumpManagerUI/Views/ScheduledExpirationReminderEditView.swift
scheduledReminderDateString(_:),ScheduledExpirationReminderEditView.scheduledReminderDateString(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ScheduledExpirationReminderEditView.swift
alert(error:),ScheduledExpirationReminderEditView.alert(error:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ScheduledExpirationReminderEditView.swift
makeEntries(rate:duration:),RateEntry.makeEntries(rate:duration:) in OmniBLE/OmniBLE/OmnipodCommon/BasalDeliveryTable.swift
updatePodPublicData(_:),KeyExchange.updatePodPublicData(_:) in OmniBLE/OmniBLE/Bluetooth/Pair/KeyExchange.swift
validatePodConf(_:),KeyExchange.validatePodConf(_:) in OmniBLE/OmniBLE/Bluetooth/Pair/KeyExchange.swift
generateKeys(),KeyExchange.generateKeys() in OmniBLE/OmniBLE/Bluetooth/Pair/KeyExchange.swift
aesCmac(_:_:),KeyExchange.aesCmac(_:_:) in OmniBLE/OmniBLE/Bluetooth/Pair/KeyExchange.swift
generatePrivateKey(),PrivateKeyGenerator.generatePrivateKey() in OmniBLE/OmniBLE/Bluetooth/Util/X25519KeyGenerator.swift
publicFromPrivate(_:),PrivateKeyGenerator.publicFromPrivate(_:) in OmniBLE/OmniBLE/Bluetooth/Util/X25519KeyGenerator.swift
computeSharedSecret(_:_:),PrivateKeyGenerator.computeSharedSecret(_:_:) in OmniBLE/OmniBLE/Bluetooth/Util/X25519KeyGenerator.swift
symbolColor(using:),ErrorCriticality.symbolColor(using:) in OmniBLE/OmniBLE/PumpManagerUI/Views/DesignElements/ErrorView.swift
typeCode(),DeliverySchedule.typeCode() in OmniBLE/OmniBLE/OmnipodCommon/MessageBlocks/SetInsulinScheduleCommand.swift
checksum(),DeliverySchedule.checksum() in OmniBLE/OmniBLE/OmnipodCommon/MessageBlocks/SetInsulinScheduleCommand.swift
numSegments(),BolusDeliveryTable.numSegments() in OmniBLE/OmniBLE/OmnipodCommon/BolusDeliveryTable.swift
checksum(),InsulinTableEntry.checksum() in OmniBLE/OmniBLE/OmnipodCommon/InsulinTableEntry.swift
rateToTableEntries(rate:duration:),BasalDeliveryTable.rateToTableEntries(rate:duration:) in OmniBLE/OmniBLE/OmnipodCommon/BasalDeliveryTable.swift
numSegments(),BasalDeliveryTable.numSegments() in OmniBLE/OmniBLE/OmnipodCommon/BasalDeliveryTable.swift
playTestBeepsAndHandleError(),PlayTestBeepsView.playTestBeepsAndHandleError() in OmniBLE/OmniBLE/PumpManagerUI/Views/PlayTestBeepsView.swift
alert(error:),PlayTestBeepsView.alert(error:) in OmniBLE/OmniBLE/PumpManagerUI/Views/PlayTestBeepsView.swift
playTestBeeps(),DiagnosticCommands.playTestBeeps() in OmniBLE/OmniBLE/PumpManagerUI/Views/PodDiagnosticsView.swift
readPulseLog(),DiagnosticCommands.readPulseLog() in OmniBLE/OmniBLE/PumpManagerUI/Views/PodDiagnosticsView.swift
readPulseLogPlus(),DiagnosticCommands.readPulseLogPlus() in OmniBLE/OmniBLE/PumpManagerUI/Views/PodDiagnosticsView.swift
readActivationTime(),DiagnosticCommands.readActivationTime() in OmniBLE/OmniBLE/PumpManagerUI/Views/PodDiagnosticsView.swift
readTriggeredAlerts(),DiagnosticCommands.readTriggeredAlerts() in OmniBLE/OmniBLE/PumpManagerUI/Views/PodDiagnosticsView.swift
getDetailedStatus(),DiagnosticCommands.getDetailedStatus() in OmniBLE/OmniBLE/PumpManagerUI/Views/PodDiagnosticsView.swift
pumpManagerDetails(),DiagnosticCommands.pumpManagerDetails() in OmniBLE/OmniBLE/PumpManagerUI/Views/PodDiagnosticsView.swift
scheduledReminderDateString(_:),NotificationSettingsView.scheduledReminderDateString(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/NotificationSettingsView.swift
timerParameters(),PodDoseProgressEstimator.timerParameters() in OmniBLE/OmniBLE/OmnipodCommon/PodDoseProgressEstimator.swift
pairAndPrime(),PairPodViewModel.pairAndPrime() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/PairPodViewModel.swift
continueButtonTapped(),PairPodViewModel.continueButtonTapped() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/PairPodViewModel.swift
pairAndPrimePod(completion:),PodPairer.pairAndPrimePod(completion:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/PairPodViewModel.swift
discardPod(completion:),PodPairer.discardPod(completion:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/PairPodViewModel.swift
color(using:),NavBarButtonAction.color(using:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/PairPodViewModel.swift
progressColor(guidanceColors:),PodLifeState.progressColor(guidanceColors:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/PodLifeState.swift
labelColor(using:),PodLifeState.labelColor(using:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/PodLifeState.swift
next(),DashUIScreen.next() in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
attemptAction(),ReadPodInfoView.attemptAction() in OmniBLE/OmniBLE/PumpManagerUI/Views/ReadPodInfoView.swift
alert(error:),ReadPodInfoView.alert(error:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ReadPodInfoView.swift
formatValue(_:),LowReservoirReminderEditView.formatValue(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/LowReservoirReminderEditView.swift
saveTapped(),LowReservoirReminderEditView.saveTapped() in OmniBLE/OmniBLE/PumpManagerUI/Views/LowReservoirReminderEditView.swift
alert(error:),LowReservoirReminderEditView.alert(error:) in OmniBLE/OmniBLE/PumpManagerUI/Views/LowReservoirReminderEditView.swift
generatePrivateKey(),X25519KeyGenerator.generatePrivateKey() in OmniBLE/OmniBLE/Bluetooth/Util/X25519KeyGenerator.swift
publicFromPrivate(_:),X25519KeyGenerator.publicFromPrivate(_:) in OmniBLE/OmniBLE/Bluetooth/Util/X25519KeyGenerator.swift
computeSharedSecret(_:_:),X25519KeyGenerator.computeSharedSecret(_:_:) in OmniBLE/OmniBLE/Bluetooth/Util/X25519KeyGenerator.swift
insertCannula(completion:),CannulaInserter.insertCannula(completion:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/InsertCannulaViewModel.swift
checkCannulaInsertionFinished(completion:),CannulaInserter.checkCannulaInsertionFinished(completion:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/InsertCannulaViewModel.swift
checkCannulaInsertionFinished(),InsertCannulaViewModel.checkCannulaInsertionFinished() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/InsertCannulaViewModel.swift
insertCannula(),InsertCannulaViewModel.insertCannula() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/InsertCannulaViewModel.swift
continueButtonTapped(),InsertCannulaViewModel.continueButtonTapped() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/InsertCannulaViewModel.swift
negotiateSessionKeys(),SessionEstablisher.negotiateSessionKeys() in OmniBLE/OmniBLE/Bluetooth/Session/SessionEstablisher.swift
eapAkaChallenge(),SessionEstablisher.eapAkaChallenge() in OmniBLE/OmniBLE/Bluetooth/Session/SessionEstablisher.swift
assertIdentifier(msg:),SessionEstablisher.assertIdentifier(msg:) in OmniBLE/OmniBLE/Bluetooth/Session/SessionEstablisher.swift
processChallengeResponse(challengeResponse:),SessionEstablisher.processChallengeResponse(challengeResponse:) in OmniBLE/OmniBLE/Bluetooth/Session/SessionEstablisher.swift
assertValidAkaMessage(eapMsg:),SessionEstablisher.assertValidAkaMessage(eapMsg:) in OmniBLE/OmniBLE/Bluetooth/Session/SessionEstablisher.swift
isResynchronization(eapMsg:),SessionEstablisher.isResynchronization(eapMsg:) in OmniBLE/OmniBLE/Bluetooth/Session/SessionEstablisher.swift
eapSuccess(),SessionEstablisher.eapSuccess() in OmniBLE/OmniBLE/Bluetooth/Session/SessionEstablisher.swift
toData(),EapMessage.toData() in OmniBLE/OmniBLE/Bluetooth/Session/EapMessage.swift
parse(payload:),EapMessage.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/Session/EapMessage.swift
splitInPackets(),PayloadSplitter.splitInPackets() in OmniBLE/OmniBLE/Bluetooth/Packet/PayloadSplitter.swift
splitInOnePacket(),PayloadSplitter.splitInOnePacket() in OmniBLE/OmniBLE/Bluetooth/Packet/PayloadSplitter.swift
toData(),BlePacket.toData() in OmniBLE/OmniBLE/Bluetooth/Packet/BLEPacket.swift
alert(error:),BeepPreferenceSelectionView.alert(error:) in OmniBLE/OmniBLE/PumpManagerUI/Views/BeepPreferenceSelectionView.swift
alert(error:),SilencePodSelectionView.alert(error:) in OmniBLE/OmniBLE/PumpManagerUI/Views/SilencePodSelectionView.swift
pumpManager(_:didUpdate:oldStatus:),DeliveryUncertaintyRecoveryViewModel.pumpManager(_:didUpdate:oldStatus:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/DeliveryUncertaintyRecoveryViewModel.swift
podDeactivationChosen(),DeliveryUncertaintyRecoveryViewModel.podDeactivationChosen() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/DeliveryUncertaintyRecoveryViewModel.swift
navigateTo(_:),DashUINavigator.navigateTo(_:) in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
viewControllerForScreen(_:),DashUICoordinator.viewControllerForScreen(_:) in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
stepFinished(),DashUICoordinator.stepFinished() in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
setupCanceled(),DashUICoordinator.setupCanceled() in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
determineInitialStep(),DashUICoordinator.determineInitialStep() in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
viewWillAppear(_:),DashUICoordinator.viewWillAppear(_:) in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
viewDidLoad(),DashUICoordinator.viewDidLoad() in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
viewDidDisappear(_:),DashUICoordinator.viewDidDisappear(_:) in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
navigationController(_:willShow:animated:),DashUICoordinator.navigationController(_:willShow:animated:) in OmniBLE/OmniBLE/PumpManagerUI/ViewControllers/DashUICoordinator.swift
activeTimeText(_:),PodDetailsView.activeTimeText(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/PodDetailsView.swift
insertCannula(completion:),MockCannulaInserter.insertCannula(completion:) in OmniBLE/OmniBLE/PumpManagerUI/Views/InsertCannulaView.swift
checkCannulaInsertionFinished(completion:),MockCannulaInserter.checkCannulaInsertionFinished(completion:) in OmniBLE/OmniBLE/PumpManagerUI/Views/InsertCannulaView.swift
toData(),FirstBlePacket.toData() in OmniBLE/OmniBLE/Bluetooth/Packet/BLEPacket.swift
parse(payload:),FirstBlePacket.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/Packet/BLEPacket.swift
toData(),MiddleBlePacket.toData() in OmniBLE/OmniBLE/Bluetooth/Packet/BLEPacket.swift
parse(payload:),MiddleBlePacket.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/Packet/BLEPacket.swift
toData(),LastBlePacket.toData() in OmniBLE/OmniBLE/Bluetooth/Packet/BLEPacket.swift
parse(payload:),LastBlePacket.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/Packet/BLEPacket.swift
toData(),LastOptionalPlusOneBlePacket.toData() in OmniBLE/OmniBLE/Bluetooth/Packet/BLEPacket.swift
parse(payload:),LastOptionalPlusOneBlePacket.parse(payload:) in OmniBLE/OmniBLE/Bluetooth/Packet/BLEPacket.swift
negotiateLTK(),LTKExchanger.negotiateLTK() in OmniBLE/OmniBLE/Bluetooth/Pair/LTKExchanger.swift
throwOnSendError(_:_:),LTKExchanger.throwOnSendError(_:_:) in OmniBLE/OmniBLE/Bluetooth/Pair/LTKExchanger.swift
processSps1FromPod(_:),LTKExchanger.processSps1FromPod(_:) in OmniBLE/OmniBLE/Bluetooth/Pair/LTKExchanger.swift
validatePodSps2(_:),LTKExchanger.validatePodSps2(_:) in OmniBLE/OmniBLE/Bluetooth/Pair/LTKExchanger.swift
sp2(),LTKExchanger.sp2() in OmniBLE/OmniBLE/Bluetooth/Pair/LTKExchanger.swift
validateP0(_:),LTKExchanger.validateP0(_:) in OmniBLE/OmniBLE/Bluetooth/Pair/LTKExchanger.swift
changeTimeZoneTapped(),OmniBLESettingsViewModel.changeTimeZoneTapped() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
doneTapped(),OmniBLESettingsViewModel.doneTapped() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
stopUsingOmnipodDashTapped(),OmniBLESettingsViewModel.stopUsingOmnipodDashTapped() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
suspendDelivery(duration:),OmniBLESettingsViewModel.suspendDelivery(duration:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
resumeDelivery(),OmniBLESettingsViewModel.resumeDelivery() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
runTemporaryBasalProgram(unitsPerHour:for:completion:),OmniBLESettingsViewModel.runTemporaryBasalProgram(unitsPerHour:for:completion:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
saveScheduledExpirationReminder(_:_:),OmniBLESettingsViewModel.saveScheduledExpirationReminder(_:_:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
saveLowReservoirReminder(_:_:),OmniBLESettingsViewModel.saveLowReservoirReminder(_:_:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
playTestBeeps(),OmniBLESettingsViewModel.playTestBeeps() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
setConfirmationBeeps(_:_:),OmniBLESettingsViewModel.setConfirmationBeeps(_:_:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
setSilencePod(_:_:),OmniBLESettingsViewModel.setSilencePod(_:_:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
didChangeInsulinType(_:),OmniBLESettingsViewModel.didChangeInsulinType(_:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
reservoirText(for:),OmniBLESettingsViewModel.reservoirText(for:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
suspendResumeButtonColor(guidanceColors:),OmniBLESettingsViewModel.suspendResumeButtonColor(guidanceColors:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
suspendResumeActionColor(),OmniBLESettingsViewModel.suspendResumeActionColor() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/OmniBLESettingsViewModel.swift
makeUIView(context:),BasalStateSwiftUIView.makeUIView(context:) in OmniBLE/OmniBLE/PumpManagerUI/Views/BasalStateView.swift
updateUIView(_:context:),BasalStateSwiftUIView.updateUIView(_:context:) in OmniBLE/OmniBLE/PumpManagerUI/Views/BasalStateView.swift
layoutSubviews(),BasalStateView.layoutSubviews() in OmniBLE/OmniBLE/PumpManagerUI/Views/BasalStateView.swift
tintColorDidChange(),BasalStateView.tintColorDidChange() in OmniBLE/OmniBLE/PumpManagerUI/Views/BasalStateView.swift
updateTintColor(),BasalStateView.updateTintColor() in OmniBLE/OmniBLE/PumpManagerUI/Views/BasalStateView.swift
drawPath(),BasalStateView.drawPath() in OmniBLE/OmniBLE/PumpManagerUI/Views/BasalStateView.swift
animateToPath(_:),BasalStateView.animateToPath(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/BasalStateView.swift
set(_:_:),Flag.set(_:_:) in OmniBLE/OmniBLE/Bluetooth/MessagePacket.swift
get(_:),Flag.get(_:) in OmniBLE/OmniBLE/Bluetooth/MessagePacket.swift
formatRate(_:),ManualTempBasalEntryView.formatRate(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ManualTempBasalEntryView.swift
formatDuration(_:),ManualTempBasalEntryView.formatDuration(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ManualTempBasalEntryView.swift
errorMessage(error:),ManualTempBasalEntryView.errorMessage(error:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ManualTempBasalEntryView.swift
didLongPressOnTitle(),PodSetupView.didLongPressOnTitle() in OmniBLE/OmniBLE/PumpManagerUI/Views/PodSetupView.swift
fetchDetailedStatus(),ReadPodStatusView.fetchDetailedStatus() in OmniBLE/OmniBLE/PumpManagerUI/Views/ReadPodStatusView.swift
alert(error:),ReadPodStatusView.alert(error:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ReadPodStatusView.swift
accumulate(packet:),PayloadJoiner.accumulate(packet:) in OmniBLE/OmniBLE/Bluetooth/Packet/PayloadJoiner.swift
finalize(),PayloadJoiner.finalize() in OmniBLE/OmniBLE/Bluetooth/Packet/PayloadJoiner.swift
deactivatePod(completion:),PodDeactivater.deactivatePod(completion:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/DeactivatePodViewModel.swift
forgetPod(completion:),PodDeactivater.forgetPod(completion:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/DeactivatePodViewModel.swift
continueButtonTapped(),DeactivatePodViewModel.continueButtonTapped() in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/DeactivatePodViewModel.swift
discardPod(navigateOnCompletion:),DeactivatePodViewModel.discardPod(navigateOnCompletion:) in OmniBLE/OmniBLE/PumpManagerUI/ViewModels/DeactivatePodViewModel.swift
formatValue(_:),LowReservoirReminderSetupView.formatValue(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/LowReservoirReminderSetupView.swift
continueWithType(_:),InsulinTypeConfirmation.continueWithType(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/InsulinTypeConfirmation.swift
dateComponents(date:timeZone:),SetupPodCommand.dateComponents(date:timeZone:) in OmniBLE/OmniBLE/OmnipodCommon/MessageBlocks/SetupPodCommand.swift
date(from:timeZone:),SetupPodCommand.date(from:timeZone:) in OmniBLE/OmniBLE/OmnipodCommon/MessageBlocks/SetupPodCommand.swift
cancelDelete(),OmniBLESettingsView.cancelDelete() in OmniBLE/OmniBLE/PumpManagerUI/Views/OmniBLESettingsView.swift
suspendResumeTapped(),OmniBLESettingsView.suspendResumeTapped() in OmniBLE/OmniBLE/PumpManagerUI/Views/OmniBLESettingsView.swift
manualBasalTapped(),OmniBLESettingsView.manualBasalTapped() in OmniBLE/OmniBLE/PumpManagerUI/Views/OmniBLESettingsView.swift
cancelManualBasal(),OmniBLESettingsView.cancelManualBasal() in OmniBLE/OmniBLE/PumpManagerUI/Views/OmniBLESettingsView.swift
errorText(_:),OmniBLESettingsView.errorText(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/OmniBLESettingsView.swift
alert(for:),OmniBLESettingsView.alert(for:) in OmniBLE/OmniBLE/PumpManagerUI/Views/OmniBLESettingsView.swift
reservoirColor(for:),OmniBLESettingsView.reservoirColor(for:) in OmniBLE/OmniBLE/PumpManagerUI/Views/OmniBLESettingsView.swift
scheduledReminderDateString(_:),SetupCompleteView.scheduledReminderDateString(_:) in OmniBLE/OmniBLE/PumpManagerUI/Views/SetupCompleteView.swift
makeUIViewController(context:),ActivityView.makeUIViewController(context:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ActivityView.swift
updateUIViewController(_:context:),ActivityView.updateUIViewController(_:context:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ActivityView.swift
makeUIViewController(context:),ActivityViewController.makeUIViewController(context:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ActivityView.swift
updateUIViewController(_:context:),ActivityViewController.updateUIViewController(_:context:) in OmniBLE/OmniBLE/PumpManagerUI/Views/ActivityView.swift
rateToTableEntries(rate:duration:),BasalDeliveryTable.rateToTableEntries(rate:duration:) in OmniKit/OmniKit/OmnipodCommon/BasalDeliveryTable.swift
numSegments(),BasalDeliveryTable.numSegments() in OmniKit/OmniKit/OmnipodCommon/BasalDeliveryTable.swift
rateAt(offset:),BasalSchedule.rateAt(offset:) in OmniKit/OmniKit/OmnipodCommon/BasalSchedule.swift
currentRate(using:at:),BasalSchedule.currentRate(using:at:) in OmniKit/OmniKit/OmnipodCommon/BasalSchedule.swift
lookup(offset:),BasalSchedule.lookup(offset:) in OmniKit/OmniKit/OmnipodCommon/BasalSchedule.swift
durations(),BasalSchedule.durations() in OmniKit/OmniKit/OmnipodCommon/BasalSchedule.swift
checksum(),InsulinTableEntry.checksum() in OmniKit/OmniKit/OmnipodCommon/InsulinTableEntry.swift
makeEntries(rate:duration:),RateEntry.makeEntries(rate:duration:) in OmniKit/OmniKit/OmnipodCommon/BasalDeliveryTable.swift
index(after:),AlertSet.index(after:) in OmniKit/OmniKit/OmnipodCommon/AlertSlot.swift
compare(to:),AlertSet.compare(to:) in OmniKit/OmniKit/OmnipodCommon/AlertSlot.swift
typeCode(),DeliverySchedule.typeCode() in OmniKit/OmniKit/OmnipodCommon/MessageBlocks/SetInsulinScheduleCommand.swift
checksum(),DeliverySchedule.checksum() in OmniKit/OmniKit/OmnipodCommon/MessageBlocks/SetInsulinScheduleCommand.swift
numSegments(),BolusDeliveryTable.numSegments() in OmniKit/OmniKit/OmnipodCommon/BolusDeliveryTable.swift
updatePodStateFromPodComms(_:),OmnipodPumpManagerState.updatePodStateFromPodComms(_:) in OmniKit/OmniKit/PumpManager/OmnipodPumpManagerState.swift
shouldBeepForCommand(automatic:),BeepPreference.shouldBeepForCommand(automatic:) in OmniKit/OmniKit/OmnipodCommon/BeepPreference.swift
